ena\area1_055_001.wav|ここが素材にも見映えにもこだわってるっていうパンケーキの店ね
ena\voice_ev_night_06_04_27_19.wav|ミステリーツアーのあとから、あんまりそういうこと言わなくなってたのに
ena\voice_ev_night_06_04_28_19.wav|もしかして——悩んでたこと、少しは解決したのかな？
ena\voice_ev_night_06_04_38_19.wav|まふゆのリアクションが薄いのはいつものことでしょ。っていうか何？　絵名えもんって
ena\voice_ev_night_06_04_40_19.wav|全然可愛くないし。やめてよね
ena\voice_ev_night_06_04_54_19.wav|あれ？
ena\voice_ev_night_06_04_56_19.wav|あのふたり……。瑞希のこと話してるの……？
ena\voice_ev_night_06_04_57_19.wav|でも、何を——
ena\voice_ev_night_06_04_59_19.wav|わっ！　な、何！？
ena\voice_ev_night_06_04_61_19.wav|あ、うん……
ena\voice_ev_night_06_04_63_19.wav|ボケるわけないでしょ！
ena\voice_ev_night_06_05_03_19.wav|……うん、そうだね
ena\voice_ev_night_06_05_07_19.wav|うん！
ena\voice_ev_night_06_05_09_19.wav|あ……ちょっと待ってAmia
ena\voice_ev_night_06_05_10_19.wav|今度の日曜日、まだ予定あいてる？
ena\voice_ev_night_06_05_12_19.wav|お母さんに急用ができたから、時間あいちゃって。ほら、駅前に新しいお店ができたって言ってたでしょ。一緒に行かない？
ena\voice_ev_night_06_05_13_19.wav|——本当は、約束キャンセルしたんだけどね。瑞希のこと、なんとなく気になるし……
ena\voice_ev_night_06_05_16_19.wav|はいはい！一言余計なんだから……
ena\voice_ev_night_06_05_18_19.wav|ん、わかった。深夜アニメ見て寝坊しないでよ？
ena\voice_ev_night_06_05_20_19.wav|じゃ、私も作業しよっかな
ena\voice_ev_night_06_05_22_19.wav|おまたせ。それじゃ……ん？
ena\voice_ev_night_06_05_23_19.wav|瑞希、ちょっと顔色悪くない？
ena\voice_ev_night_06_05_25_19.wav|そういえば前も体調崩してたし、もししんどいなら無理しないでいいからね？
ena\voice_ev_night_06_05_27_19.wav|降るわけないでしょ！っていうか、なんでそんな反応なわけ！？
ena\voice_ev_night_06_05_29_19.wav|その言いかた、ほんと腹立つんだけど？
ena\voice_ev_night_06_05_31_19.wav|あ、ちょっと待ってよ！
ena\voice_ev_night_06_05_34_19.wav|一体何分悩んでるわけ？早くしないと予約の時間になっちゃうでしょ
ena\voice_ev_night_06_05_36_19.wav|はいはい。私、お手洗いに行ってくるから、そのあいだに決めておいてよね
ena\voice_ev_night_06_05_38_19.wav|まったく瑞希ってば、いつもはポンポン買うくせに、一度悩みだすと長いんだから……
ena\voice_ev_night_06_05_39_19.wav|でも——まあまあ元気そうでよかった。ちょっと心配しすぎちゃったのかもね
ena\voice_ev_night_06_05_40_19.wav|前みたいに距離置かれることもなくなったし、ちょっとはいい方向に向かってるのかも
ena\voice_ev_night_06_05_41_19.wav|……あ。お手洗い行くついでに、さっき買った荷物まとめようかな
ena\voice_ev_night_06_05_42_19.wav|瑞希に何個か持ってもらってるから、それもまとめよっと。……あれ？
ena\voice_ev_night_06_05_43_19.wav|……瑞希？
ena\voice_ev_night_06_05_45_19.wav|——ちょっと、大丈夫？今すごくしんどそうな顔してたけど——
ena\voice_ev_night_06_05_47_19.wav|ごまかさないでよ！体調悪いわけじゃないなら、絶対何かあったって顔じゃない！
ena\voice_ev_night_06_05_49_19.wav|あ……
ena\voice_ev_night_06_05_50_19.wav|……ねえ、瑞希
ena\voice_ev_night_06_05_51_19.wav|何度も言ってるけど、何か困ってることがあるならちゃんと話してよ
ena\voice_ev_night_06_05_52_19.wav|話聞くくらいなら、私にだってできるんだから……！
ena\voice_ev_night_06_05_55_19.wav|え？
ena\voice_ev_night_06_05_57_19.wav|……それって、一体どういう……
ena\voice_ev_night_06_05_62_19.wav|あ……
ena\voice_ev_night_06_05_71_19.wav|……はぁ
ena\voice_ev_night_06_05_72_19.wav|あーもう！　なんなの！こっちがこんなに気にしてるのにっ！
ena\voice_ev_night_06_05_73_19_b.wav|本当に……なんで話してくれないわけ！？
ena\voice_ev_night_06_05_74_19_b.wav|理由くらい、教えてくれたっていいじゃない……！
ena\voice_ev_night_06_05_75_19.wav|こっちは何もわかんないままで、ずっとモヤモヤさせられて……
ena\voice_ev_night_06_05_76_19.wav|あ、でも……
ena\voice_ev_night_06_05_77_19.wav|……もしかしたら、メイコ達は何か……知ってる？
ena\voice_ev_night_06_05_78_19.wav|なら——話してみなくちゃ
ena\voice_ev_night_06_06_01_19.wav|——うん
ena\voice_ev_night_06_06_02_19.wav|メイコ達、どこかな？いつもはちょっと歩けば見つかるんだけど……
ena\voice_ev_night_06_06_03_19.wav|…………あ！
ena\voice_ev_night_06_06_04_19.wav|メイコー！
ena\voice_ev_night_06_06_07_19.wav|まあね。それより、瑞希のことなんだけど、ちょっと聞いていい？
ena\voice_ev_night_06_06_09_19.wav|最近、瑞希がかなり調子悪そうなの
ena\voice_ev_night_06_06_10_19.wav|前から少し様子はおかしかったんだけど……この前会った時には、もっと苦しそうな顔してて
ena\voice_ev_night_06_06_11_19.wav|でも理由もわからないし、話してくれないから、どうすればいいのかわからなくて……
ena\voice_ev_night_06_06_13_19.wav|メイコ、前に瑞希のことをルカと話してたでしょ？
ena\voice_ev_night_06_06_14_19.wav|それって、今回のことと何か関係してるの？もし何か知ってたら、教えて……！
ena\voice_ev_night_06_06_17_19.wav|知らないなら、気づいたことでもいいから。ちょっといつもと違う雰囲気があったとか——
ena\voice_ev_night_06_06_19_19.wav|え、どうして？気づいたなら教えてくれてもいいじゃない
ena\voice_ev_night_06_06_22_19.wav|それは……そうかもしれないけど……
ena\voice_ev_night_06_06_23_19.wav|でも、なんだって全部、ひとりの力でなんとかしなきゃいけないってわけじゃないでしょ？
ena\voice_ev_night_06_06_24_19.wav|少なくとも私は、みんなに助けてもらった
ena\voice_ev_night_06_06_25_19.wav|瑞希だって、話せば少しは楽になるかもしれないじゃない！
ena\voice_ev_night_06_06_34_19.wav|…………
ena\voice_ev_night_06_06_36_19.wav|よ、よくない！よくない……けど……
ena\voice_ev_night_06_06_48_19.wav|え？
ena\voice_ev_night_06_06_52_19.wav|……相談しに行ったのに、余計わけわかんなくなっちゃったな
ena\voice_ev_night_06_06_53_19.wav|でも……
ena\voice_ev_night_06_06_54_19.wav|……そっか。そういうことも、あるのかも
ena\voice_ev_night_06_06_55_19.wav|でも……話せないようなことってなんだろ？
ena\voice_ev_night_06_06_56_19.wav|人に言えない、何か悪いことをしたとか？でも瑞希がそんなことするとは思えないし……
ena\voice_ev_night_06_06_57_19.wav|……あーもう！　わかんない！わかんないのにグルグル考えてると、気分悪くなっちゃう！
ena\voice_ev_night_06_06_58_19.wav|もう、こんなモヤモヤしたくないのに……！
ena\voice_ev_night_06_06_59_19.wav|…………。見守る……か
ena\voice_ev_night_06_07_26_19.wav|あ、やっとみつけた！
ena\voice_ev_night_06_07_29_19.wav|探しに来たの。ナイトコードにログインしても、電話しても、全然連絡とれないから
ena\voice_ev_night_06_07_30_19.wav|あー、ほんと疲れた。っていうかこんなところにいるなんて、白石さんがいなかったら、絶対気づかなかったじゃん
ena\voice_ev_night_06_07_32_19.wav|うん。瑞希のクラス覗きに行ったら、ちょうど白石さんが教室にいたから。瑞希がどこにいるか知らないかって聞いてみたの
ena\voice_ev_night_06_07_34_19.wav|そう。それで——
ena\voice_ev_night_06_07_38_19.wav|そのことはもういいの
ena\voice_ev_night_06_07_40_19.wav|あ……まあ厳密にはあんまりよくないんだけど……
ena\voice_ev_night_06_07_41_19.wav|今日はそれとは別に、話したいことがあって来たの
ena\voice_ev_night_06_07_44_19.wav|あのね、瑞希——
ena\voice_ev_night_06_08_01_19.wav|——瑞希さ
ena\voice_ev_night_06_08_02_19.wav|やっぱり悩んでるでしょ。それも、何かすっごく大きなことで
ena\voice_ev_night_06_08_06_19.wav|そうやってすぐごまかす。バレバレなんだけど
ena\voice_ev_night_06_08_08_19.wav|——瑞希。私、真面目なんだけど
ena\voice_ev_night_06_08_10_19.wav|正直私は、話してほしいってずーっと思ってる。一緒にミステリーツアーに行った時からずっと
ena\voice_ev_night_06_08_19_19.wav|それと同じ！
ena\voice_ev_night_06_08_28_19.wav|………………。私、昨日あのあと、ひとりでセカイに行ったの
ena\voice_ev_night_06_08_29_19.wav|その時、メイコが言ってたんだ
ena\voice_ev_night_06_08_31_19.wav|話すことで、よくない結末になることもあるって
ena\voice_ev_night_06_08_32_19.wav|…………
ena\voice_ev_night_06_08_33_19.wav|瑞希がそういう風に考えて話せないなら、それでいい
ena\voice_ev_night_06_08_35_19.wav|だから——話すのがしんどいなら別に話さなくていいって言ってるの
ena\voice_ev_night_06_08_42_19.wav|はあ？　そのままの意味でしょ。瑞希が話してもいいって思うまで、ずっと待ってるってこと
ena\voice_ev_night_06_08_45_19.wav|瑞希？
ena\voice_ev_night_06_08_47_19.wav|そしたら、話すまでずっと一緒にいるだけ。言っておくけど、離れようとしても無駄だからね？
ena\voice_ev_night_06_08_58_19.wav|……瑞希？
ena\voice_ev_night_06_08_63_19.wav|……ん。わかった
ena\voice_ev_night_06_08_64_19.wav|正直、待つのってすーっごく苦手だけど、特別に待ってあげる
ena\voice_ev_night_06_08_65_19.wav|だから——いつか、ちゃんと話してよね
ena\voice_ev_night_06_08_67_19.wav|そ、なら良し
ena\voice_ev_night_06_08_68_19.wav|あ、ヤバ！授業始まっちゃう！
ena\voice_ev_night_06_08_70_19.wav|やっちゃった。急いで行かないと遅刻になっちゃう……！
ena\voice_ev_night_06_08_72_19.wav|常習犯じゃないから！ってそんなこと言ってる場合じゃないの！カバンどこに置いたっけ、えーっと……
ena\voice_ev_night_06_08_85_19.wav|じゃ、行ってくるから——あ。瑞希！
ena\voice_ev_night_06_08_87_19.wav|また夜にね！
ena\voice_ev_shuffle_14_01_67_19.wav|K、なんだか今日元気なくない？どうしたの？
ena\voice_ev_shuffle_14_01_72_19.wav|え、本当にそうなの？
ena\voice_ev_shuffle_14_01_75_19.wav|ネット配信とかしてないの？他のお店は？
ena\voice_ev_shuffle_14_01_78_19.wav|そっかぁ……
ena\voice_ev_shuffle_14_01_83_19.wav|でも、Kだって聴きたかったんでしょ？もしかしたら再販とかあるかもしれないし、私も調べてみるよ
ena\voice_ev_shuffle_15_03_88_19.wav|うん、お願い。あ、蹴っちゃわないように真ん中辺りに、まとめて置いといてくれる？
ena\voice_ev_shuffle_15_03_96_19.wav|とか言って、今年もアニソンのカウントダウンライブに外れてヒマだったからでしょ？
ena\voice_ev_shuffle_15_03_101_19.wav|あ、初詣って言えば、さっき愛莉から、みんなで近所の神社で巫女をやることになったって連絡来てたような……
ena\voice_ev_shuffle_15_03_106_19.wav|いや、みんなで行く必要はないでしょ。まぁ私は愛莉の様子、見に行こうかなって思ってるけど……
ena\voice_ev_shuffle_15_03_110_19.wav|あ、寒いのは大丈夫なんじゃない？いつもより気温上がるって天気予報で言ってたし
ena\voice_ev_shuffle_15_03_112_19.wav|うん。今年の冬はいつもよりあったかいから、日が出てれば春みたいな三が日になるって。だから私も行こうかなって思ってるんだよね
ena\voice_ev_shuffle_15_08_08_19.wav|ちょっと、最初に言うことがそれ？ここはあけましておめでとうでしょ
ena\voice_ev_shuffle_15_08_22_19.wav|おじさんみたいなこと言わないでよね……
ena\voice_ev_shuffle_15_08_32_19.wav|ま、それもそっか。愛莉の様子も見れたし、ちゃちゃっとやって、お参りして、ファミレスでのんびりしよ
ena\voice_ev_shuffle_15_08_35_19.wav|なんで凶なわけ……
ena\voice_ev_shuffle_15_08_37_19.wav|いいからそんな同情！
ena\voice_ev_shuffle_15_08_59_19.wav|今年も、自分の納得できる絵が描けますように。それから——
ena\voice_ev_shuffle_15_08_60_19.wav|……ううん。瑞希のことは、神様頼りじゃなくて、私自身がなんとかしなくちゃね。待つって決めたんだから
ena\voice_ev_night_07_01_03_19.wav|あ、K。ちょっとサビのイラストで悩んでて意見もらいたいんだけど、見てもらっていい？
ena\voice_ev_night_07_01_05_19.wav|どう？　気になるところあった？
ena\voice_ev_night_07_01_08_19.wav|そっか……。じゃあ構図はそのままで色使いを見直してみようかな……
ena\voice_ev_night_07_01_11_19.wav|私のほうはまだかかりそう。悪いけど、もうちょっと待ってて
ena\voice_ev_night_07_01_18_19.wav|何かあったら、チャット飛ばしてくれる？
ena\voice_ev_night_07_02_03_19.wav|たしかに、一緒に作り始めてからもう結構経ったし、いろいろ変わったよね
ena\voice_ev_night_07_02_04_19.wav|セカイに行くようになってからは特にいろんなことがガラっと変わったし
ena\voice_ev_night_07_02_11_19.wav|最初って……まだKと雪のふたりでやってた時のこと？
ena\voice_ev_night_07_02_15_19.wav|たしかに、それはあるかも……
ena\voice_ev_night_07_02_22_19.wav|えっ！？　ミクと……それに、ルカも！？なんでパソコンのモニターに……？
ena\voice_ev_night_07_08_36_19.wav|昔ざっくり聞いてたけど、今聞くとかなり印象違うなぁ。結構お互いのこと、いろいろ考えてたんだね
ena\voice_ev_night_07_08_52_19.wav|あの時は本当にびっくりしちゃったな。まさかKから直接連絡がくるなんて
ena\voice_ev_night_07_08_60_19.wav|あ、ちょっとAmia！ミクが信じちゃってるでしょ！
ena\voice_ev_night_07_08_68_19.wav|うるさい！そういうAmiaこそどうなの？
ena\voice_ev_night_07_08_72_19.wav|う……ったく、要領いいんだから……
ena\voice_ev_night_07_08_73_19.wav|あーあ、こうなったらもういったん寝ちゃおうかな。色塗り行き詰まってきたし……
ena\voice_ev_night_07_08_82_19.wav|また明日ね
ena\voice_ev_night__01_01_19.wav|……違う
ena\voice_ev_night__01_02_19.wav|この絵じゃ、奏とまふゆが作った曲に合わない気がする
ena\voice_ev_night__01_04_19.wav|……今度は色が明るすぎるかも。もう１回描き直そう
ena\voice_ev_night__01_05_19.wav|…………
ena\voice_ev_night__01_06_19.wav|……最近、描いてて何か違うって思うこと、増えてきたな
ena\voice_ev_night__01_07_19.wav|まふゆが前と違う雰囲気の歌詞書くようになってから、この感じが段々強くなってる気がする
ena\voice_ev_night__01_08_19.wav|——なんだろう、この感覚。前にもこんなことがあった気がする……
ena\voice_ev_night__01_11_19.wav|あ、もうこんな時間？ミュート切って……と
ena\voice_ev_night__01_20_19.wav|……はい。今送った
ena\voice_ev_night__01_22_19.wav|…………どう？
ena\voice_ev_night__01_27_19.wav|迷ってる……
ena\voice_ev_night__01_32_19.wav|……ただ？
ena\voice_ev_night__01_34_19.wav|え？
ena\voice_ev_night__01_37_19.wav|私が、言いたいこと……
ena\voice_ev_night__01_38_19.wav|——奏の曲を聴いて、まふゆの歌詞を見て感じたこと、私が伝えたいと思ったこと
ena\voice_ev_night__01_39_19.wav|……たしかに、表現しきれてない
ena\voice_ev_night__01_40_19.wav|…………っ
ena\voice_ev_night__01_42_19.wav|——……うん、なんでもない
ena\voice_ev_night__01_47_19.wav|——うん、ありがと
ena\voice_ev_night__01_48_19.wav|——そっか
ena\voice_ev_night__01_49_19.wav|この感覚、あの時と同じなんだ
ena\voice_ev_night__01_50_19.wav|まふゆの歌詞もだけど……奏の曲もそう。みんなはどんどん表現できる幅が広がってるのに、私は、それに追いつけてない——
ena\voice_ev_night__01_51_19.wav|もしこのまま、私だけ、置いていかれたら……
ena\voice_ev_night__01_52_19.wav|奏達の曲を、表現できなくなったら——
ena\voice_ev_night__01_53_19.wav|……嫌だ
ena\voice_ev_night__01_54_19.wav|……もっともっと、描けるようにならなきゃ
ena\voice_ev_night__01_55_19.wav|構図も、色も、表現技法も——もっと勉強して、奏達の曲を表現できるようにならなくちゃ
ena\voice_ev_night__01_56_19.wav|でも……
ena\voice_ev_night__01_57_19.wav|——そんな簡単じゃないことは、わかってる。ずっと……あそこにいたんだから
ena\voice_ev_night__01_58_19.wav|２年もサボってたヤツがすぐ描けるようになるほど……絵は簡単なものじゃない
ena\voice_ev_night__03_01_19.wav|——絵画教室は、あの日が最後
ena\voice_ev_night__03_02_19.wav|挨拶もなしに辞めたから、お母さんにすごく怒られたな
ena\voice_ev_night__03_03_19.wav|…………
ena\voice_ev_night__03_04_19.wav|ううん、もう関係ない。えっと……たしかこの辺りに参考書があったような……
ena\voice_ev_night__03_05_19.wav|——あ、あった。懐かしいなぁ、これ何回も見て勉強したっけ
ena\voice_ev_night__03_06_19.wav|……あれ？このハガキ……
ena\voice_ev_night__03_07_19.wav|絵画教室雪平　春期集中講座のお知らせ……
ena\voice_ev_night__03_08_19.wav|……あ……
ena\voice_ev_night__03_09_19.wav|そういえば、辞めてから一度だけ連絡もらってたんだっけ
ena\voice_ev_night__03_10_19.wav|あんな辞めかたしたから、行く気にはなれなかったけど……
ena\voice_ev_night__03_11_19.wav|……春期講習の時期、か
ena\voice_ev_night__03_12_19.wav|またあの教室に行けば——もっとうまくなれるかもしれない
ena\voice_ev_night__03_13_19.wav|雪平先生はすごい先生だし、あの教室から東美に受かる人もたくさんいたから……
ena\voice_ev_night__03_14_19.wav|……でも……
ena\voice_ev_night__03_15_19.wav|……周りのレベルだって、絶対上がってる。きっと、前とは比べものにならないくらい
ena\voice_ev_night__03_16_19.wav|急に辞めたから、みんなにも変な目で見られて——
ena\voice_ev_night__03_17_19.wav|…………っ
ena\voice_ev_night__03_18_19.wav|ダメ、想像するだけで……気持ち悪い
ena\voice_ev_night__03_19_19.wav|…………
ena\voice_ev_night__03_20_19.wav|行ったほうがいいのはわかってる。わかってるけど…………
ena\voice_ev_night__03_21_19.wav|惨めすぎるよ……そんなの…………
ena\voice_ev_night__03_22_19.wav|はあ……
ena\voice_ev_night__03_23_19.wav|そろそろ新曲のラフのパターン、出さないと。だいぶ待たせちゃってるし
ena\voice_ev_night__03_24_19.wav|でも、今の私が描いたってきっと……
ena\voice_ev_night__03_25_19.wav|…………
ena\voice_ev_night__03_26_19.wav|……やっぱり、描けない。むしろ、描けば描くほどイメージから遠くなって……
ena\voice_ev_night__03_27_19.wav|……頭、冷やそう
ena\voice_ev_night__03_29_19.wav|あ——。うん、いるけど何？
ena\voice_ev_night__03_31_19.wav|……うん、まぁ。いろいろ悩んじゃって
ena\voice_ev_night__03_34_19.wav|え？　な、なに急に
ena\voice_ev_night__03_36_19.wav|それは……
ena\voice_ev_night__03_40_19.wav|瑞希……
ena\voice_ev_night__03_41_19.wav|……そうだね
ena\voice_ev_night__03_42_19.wav|……友達だからいつか話してほしいって言ったくせに自分は黙っちゃうなんて、筋がとおってないよね
ena\voice_ev_night__03_43_19.wav|なら——
ena\voice_ev_night__03_44_19.wav|じゃあ……ちょっと聞いてもらっていい？
ena\voice_ev_night__03_47_19.wav|うん、最近ニーゴのイラストを描いてて実感するの
ena\voice_ev_night__03_48_19.wav|Kや雪は、どんどん表現の幅が広がってて……。私だけ、追いついてないって
ena\voice_ev_night__03_50_19.wav|このままだと、K達の曲を表現できなくなるかもしれない。だから……
ena\voice_ev_night__03_51_19.wav|……本当はもう１回、ちゃんと絵の勉強したほうがいいんだろうなって
ena\voice_ev_night__03_54_19.wav|…………
ena\voice_ev_night__03_55_19.wav|……ありがとう。でも、ニーゴの足を引っ張るのだけは本当に嫌だから。できることはやりたいの
ena\voice_ev_night__03_56_19.wav|それで……昔通ってた絵画教室のことをちょっと思い出したの
ena\voice_ev_night__03_57_19.wav|すごい先生が教えてる教室だから、行ったら勉強になると思うんだけど……。あんまりいい思い出がなくって
ena\voice_ev_night__03_58_19.wav|それに行ったところで、どうせ……２年分周りと差がついたってことを思い知らされるだけだし
ena\voice_ev_night__03_60_19.wav|……だけど……本当に、それでいいのかなって……
ena\voice_ev_night__03_64_19.wav|あはは、まさにそんな感じ。それで考えるのダルくなって、休憩ばっかしちゃって……
ena\voice_ev_night__03_65_19.wav|こんなことばっかりだな、私
ena\voice_ev_night__03_68_19.wav|は？　どういう意味？
ena\voice_ev_night__03_70_19.wav|始めたのは小２で、辞めたのは中３かな。そのあいだは毎週行ってたんだ
ena\voice_ev_night__03_71_19.wav|うちの父親の友達が、絵画教室をやってて……。その人の個展に行った時に、綺麗な絵だって言ったら、よかったら教室に行ってみるかって話になったの
ena\voice_ev_night__03_73_19.wav|うん。すごくストレートに講評するから、いつも教室はピリピリしてたけどね
ena\voice_ev_night__03_74_19.wav|デッサンから勉強していって、水彩とか油彩とかも教えてもらったな。あ、粘土とかもね
ena\voice_ev_night__03_76_19.wav|立体をとらえるのに使えるの。そこから彫刻とかに興味持つ子もいるし
ena\voice_ev_night__03_79_19.wav|どんなって……。いろいろ描いたから一概には言えないけど——
ena\voice_ev_night__03_80_19.wav|Kの曲に出会う前も、聴いた曲にインスピレーションもらって描いたりはしてたな
ena\voice_ev_night__03_81_19.wav|……そういう時って、ただ漠然と描くんじゃなくて、その曲のどこに惹かれたのか、とか考えるといいものができるんだよね
ena\voice_ev_night__03_83_19.wav|うん。そのあたりは、私もニーゴで活かされてるなって感じる
ena\voice_ev_night__03_84_19.wav|あとは……“好きなもの”を集めたスクラップブックを１冊作ってみるとかやったなぁ
ena\voice_ev_night__03_87_19.wav|え？　えーっと……。好きな美術展のフライヤー貼ったり、おもしろい形の建物を模写したり……
ena\voice_ev_night__03_88_19.wav|雑誌はよく使ったな。あとは彰人の持ってるCDのジャケットで気になったのがあったら、それも写して——
ena\voice_ev_night__03_89_19.wav|あ。好きなコスメ切り抜いてったら、先生に“東雲さんらしい”って言われたの、未だに腑に落ちないんだよね。そこまでガッツリメイクしてたわけじゃないのに……
ena\voice_ev_night__03_91_19.wav|スクラップブックはあくまで自分の“軸”を作るためのヒントだから、それをどうこうするってことはないかな。あ、でもそのあと作った作品で先生に——
ena\voice_ev_night__03_93_19.wav|ちょっと、何笑ってんの？
ena\voice_ev_night__03_95_19.wav|……楽しそう？
ena\voice_ev_night__03_97_19.wav|……まあ、たしかにそういう時も——
ena\voice_ev_night__03_98_19.wav|あ——
ena\voice_ev_night__03_99_19.wav|そっか。楽しんでやれてた時も、あったんだ
ena\voice_ev_night__03_100_19.wav|…………
ena\voice_ev_night__03_102_19.wav|あ、ううん。なんでもない
ena\voice_ev_night__03_103_19.wav|……なんだろう。少しだけ、あの時のことを思い出しても苦しくなくなった気がする
ena\voice_ev_night__03_104_19.wav|…………
ena\voice_ev_night__03_105_19.wav|デッサンも、粘土も、スクラップブックも——今は全然触ってないし、苦しいのは本当に嫌だけど……
ena\voice_ev_night__03_106_19.wav|……瑞希
ena\voice_ev_night__03_108_19.wav|——ありがとう
ena\voice_ev_night__04_01_19.wav|……春期講習の〆切まで、あと３時間……
ena\voice_ev_night__04_02_19.wav|電話、かけよう
ena\voice_ev_night__04_03_19.wav|たしか……ハガキに番号が書いてあったはず
ena\voice_ev_night__04_04_19.wav|…………
ena\voice_ev_night__04_05_19.wav|やっぱり怖い……胸が、すごいドキドキしてる……
ena\voice_ev_night__04_06_19.wav|あ……！　あの、も、もしもし……
ena\voice_ev_night__04_07_19.wav|えっ……！？あ、え、えっと……その……！
ena\voice_ev_night__04_08_19.wav|はい……お久しぶりです……東雲です。……東雲絵名です
ena\voice_ev_night__04_14_19.wav|お疲れさま。待たせてごめん
ena\voice_ev_night__04_18_19.wav|そのことなんだけど……。ごめん。もう少し待ってもらうことになると思う
ena\voice_ev_night__04_21_19.wav|……それもそうだけど……
ena\voice_ev_night__04_22_19.wav|私、絵の勉強をしてこようと思う
ena\voice_ev_night__04_24_19.wav|うん。昔通ってた絵画教室のハガキを見つけて……。また、行ってこようと思うの
ena\voice_ev_night__04_26_19.wav|もちろん、ラフは描くよ。みんなに迷惑かけるようなことはしないつもり
ena\voice_ev_night__04_31_19.wav|雪のは、ちょーっと引っかかる言いかただけど……。……ありがとう、みんな
ena\voice_ev_night__04_32_19.wav|Kと雪が作ってくれた曲のイメージを描き起こせるように、勉強してくるから
ena\voice_ev_night__04_34_19.wav|うん、ありがと
ena\voice_ev_night__04_35_19.wav|……はあ……
ena\voice_ev_night__04_36_19.wav|覚悟したはずなのに——足が、重い
ena\voice_ev_night__04_37_19.wav|もう教室は目の前なのに、すごく遠く感じる
ena\voice_ev_night__04_38_19.wav|……あの時、教室に一緒にいたみんなは、まだいるんだろうな
ena\voice_ev_night__04_39_19.wav|あれからも、２年間、この教室に通って……。ずっと絵を描き続けて……
ena\voice_ev_night__04_40_19.wav|…………っ
ena\voice_ev_night__04_41_19.wav|……気持ち、悪い…………
ena\voice_ev_night__04_43_19.wav|え？あ……
ena\voice_ev_night__04_44_19.wav|……二葉？
ena\voice_ev_night__04_47_19.wav|え、えっと……まあ、そんな感じ……
ena\voice_ev_night__04_50_19.wav|え。あー……その……
ena\voice_ev_night__05_01_19.wav|あ……あそこだ。あの大きなビルの隣にある……あれ？
ena\voice_ev_night__05_02_19.wav|……エントランスに飾ってある絵……。ここの生徒の作品……？こんなところに飾るようになったんだ
ena\voice_ev_night__05_03_19.wav|……すごいな、どれも。この絵とか特に、吸いこまれそうな——
ena\voice_ev_night__05_04_19.wav|……え、これ……二葉の……？
ena\voice_ev_night__05_05_19.wav|こんなに……うまくなってたの……？こっちも——
ena\voice_ev_night__05_06_19.wav|……全部、昔一緒に教室にいた、あの子達の絵だ
ena\voice_ev_night__05_07_19.wav|２年前から、みんなこんなにレベルが上がってる……
ena\voice_ev_night__05_09_19.wav|あ……なんでもない。えっと……
ena\voice_ev_night__05_11_19.wav|——うん
ena\voice_ev_night__05_12_19.wav|あ……
ena\voice_ev_night__05_13_19.wav|……教室いっぱいに絵の具の匂いがする。懐かしいな
ena\voice_ev_night__05_15_19.wav|……うん
ena\voice_ev_night__05_16_19.wav|……入っちゃった。ここまで来たら、やるしかない
ena\voice_ev_night__05_17_19.wav|……知った顔が多いかもって思ったけどそこまでじゃないか。知ってるのは半分くらいかな。あとは外部からの人っぽいし
ena\voice_ev_night__05_18_19.wav|……あ……
ena\voice_ev_night__05_19_19.wav|今回の講習は、１日目にデッサン、２日目に油彩、３日目に課題を与えられての自由制作か……
ena\voice_ev_night__05_20_19.wav|デッサンは得意だったけど……今の私には……
ena\voice_ev_night__05_21_19.wav|……ううん、やらなくちゃ。ニーゴの絵を描くためにも……！
ena\voice_ev_night__05_22_19.wav|…………
ena\voice_ev_night__05_23_19.wav|——今回のモチーフは、石膏像と花。質感がまったく違うものだから、その差が出るように気をつけて——
ena\voice_ev_night__05_24_19.wav|…………っ
ena\voice_ev_night__05_25_19.wav|うまく、描けない……。石膏像描くの久しぶりだから？
ena\voice_ev_night__05_26_19.wav|光源の位置を間違えてるのか、それとも、奥行きが出てないのか……
ena\voice_ev_night__05_27_19.wav|……どうしよう、わからない。もっとよく見て描かなくちゃいけないのに……っ
ena\voice_ev_night__05_28_19.wav|あっ、鉛筆が……
ena\voice_ev_night__05_29_19.wav|ごめん、二葉。鉛筆がそっちに行っちゃって——
ena\voice_ev_night__05_31_19.wav|……すごい集中力。話しかけても気づかないなんて
ena\voice_ev_night__05_32_19.wav|ううん、それだけ本気なんだ。私も早く鉛筆拾って、って……
ena\voice_ev_night__05_33_19.wav|…………！……なに、これ
ena\voice_ev_night__05_34_19.wav|こんなに実感があるデッサン、そう見ない。影のつけかたもすごく繊細で——
ena\voice_ev_night__05_35_19.wav|中間色の表現なんて、ほとんどプロ並みじゃない……！
ena\voice_ev_night__05_36_19.wav|あ……はい
ena\voice_ev_night__05_37_19.wav|……描かなきゃ。自分のデッサンだってまだなんだから
ena\voice_ev_night__05_38_19.wav|だけど……
ena\voice_ev_night__05_39_19.wav|ううん——迷っちゃ、ダメだ
ena\voice_ev_night__05_40_19.wav|今は描いて、描いて——描き続けるしかない。この中で私の実力が一番低いってことくらい、来る前からわかってたんだから……！
ena\voice_ev_night__05_41_19.wav|あ……はい。私です
ena\voice_ev_night__05_42_19.wav|…………
ena\voice_ev_night__05_44_19.wav|…………
ena\voice_ev_night__05_46_19.wav|あ……
ena\voice_ev_night__05_47_19.wav|……そうだよね、二葉のデッサンはすごかった
